match_id,tournament_event_id,match_num,date,surface,indoor,round,best_of,winner_id,winner_country_id,winner_seed,winner_entry,winner_rank,winner_rank_points,winner_elo_rating,winner_next_elo_rating,winner_age,winner_height,loser_id,loser_country_id,loser_seed,loser_entry,loser_rank,loser_rank_points,loser_elo_rating,loser_next_elo_rating,loser_age,loser_height,score,outcome,w_sets,l_sets,w_games,l_games,w_tbs,l_tbs,has_stats,match_id,set,minutes,w_ace,w_df,w_sv_pt,w_1st_in,w_1st_won,w_2nd_won,w_sv_gms,w_bp_sv,w_bp_fc,l_ace,l_df,l_sv_pt,l_1st_in,l_1st_won,l_2nd_won,l_sv_gms,l_bp_sv,l_bp_fc
171009,4103,292,19/02/2018,H,t,R16,3,11547,RUS,9,0,47,1030,0,0,21.749487,198,4994,GER,0,0,53,952,0,0,30.49692,190,6-2 6-1,0,2,0,12,3,0,0,t,171009,0,50,4,0,43,24,20,14,8,2,2,5,0,42,23,13,8,7,0,4
170537,4091,282,8/01/2018,H,f,R32,3,6407,RUS,0,Q,84,642,0,0,21.908281,198,4259,GER,6,0,29,1440,0,0,34.23135,178,6-2 6-3,0,2,0,12,5,0,0,t,170537,0,69,8,1,55,36,33,8,9,3,3,1,1,56,33,17,13,8,2,5
170985,4102,295,19/02/2018,H,f,QF,3,33214,CAN,0,0,46,1031,0,0,18.850103,185,26006,USA,0,0,85,664,0,0,20.312115,193,7-5 6-4,0,2,0,13,9,0,0,t,170985,0,76,9,7,61,36,31,14,11,2,2,1,2,58,37,30,10,11,0,2
171060,4105,281,26/02/2018,H,f,R32,3,23847,USA,0,Q,123,461,0,0,21.648186,0,6044,USA,4,0,10,2650,0,0,25.423683,185,7-5 7-6(3),0,2,0,13,11,1,0,t,171060,0,86,12,3,68,36,31,22,12,1,1,9,1,66,39,28,17,12,0,1
170416,4087,271,1/01/2018,H,f,R32,3,5978,USA,0,0,47,1010,0,0,25.653662,183,4914,ARG,0,0,52,909,0,0,30.633812,188,6-4 3-6 6-2,0,2,1,15,12,0,0,t,170416,0,123,9,2,82,49,39,20,13,8,9,10,3,80,47,33,19,14,1,4
170474,4089,271,1/01/2018,H,f,R32,3,6315,BRA,0,Q,124,475,0,0,23.589323,183,5067,BEL,0,0,117,503,0,0,29.965776,0,6-7(4) 6-3 7-6(8),0,2,1,18,15,1,1,t,170474,0,161,6,6,114,65,56,24,17,5,6,8,1,107,75,58,16,16,1,3
170480,4089,278,1/01/2018,H,f,R32,3,6106,ESP,0,Q,198,260,0,0,24.93087,0,6196,CZE,6,0,62,815,0,0,24.479124,198,6-3 7-6(5),0,2,0,12,9,1,0,t,170480,0,99,3,0,80,57,40,13,11,2,3,15,9,73,46,31,12,10,6,8
170932,4101,273,12/02/2018,H,t,R32,3,25897,RUS,0,0,34,1355,0,0,20.314854,188,6284,FRA,7,0,16,2335,0,0,23.969883,185,7-5 6-4,0,2,0,13,9,0,0,t,170932,0,93,6,4,61,37,29,14,11,6,8,12,4,91,52,37,12,11,9,13
170749,4095,6804,3/02/2018,H,f,RR,3,5125,EST,0,0,171,315,0,0,29.837097,190,52587,LTU,0,0,0,0,0,0,14.513347,0,6-0 6-1,0,2,0,12,1,0,0,t,170749,0,36,0,1,29,18,15,9,7,0,0,0,4,47,27,11,5,6,6,12
170442,4087,300,1/01/2018,H,f,F,3,6387,AUS,3,0,21,2010,0,0,22.683094,193,5978,USA,0,0,47,1010,0,0,25.653662,183,6-4 6-2,0,2,0,12,6,0,0,t,170442,0,73,17,1,56,40,33,9,9,5,5,8,3,58,32,22,12,9,4,7
170742,4095,6104,3/02/2018,H,f,RR,3,25977,EGY,0,0,296,165,0,0,19.657768,0,45305,NOR,0,0,0,0,0,0,18.658453,0,6-4 6-0,0,2,0,12,4,0,0,t,170742,0,53,6,1,52,35,25,8,8,6,8,3,1,49,33,12,7,8,1,7
170956,4101,297,12/02/2018,H,t,QF,3,3819,SUI,1,0,2,9605,0,0,36.514717,185,4894,NED,0,0,42,1175,0,0,30.855577,190,4-6 6-1 6-1,0,2,1,16,8,0,0,t,170956,0,79,6,1,61,35,26,19,12,0,1,9,2,70,46,28,9,12,3,8
170765,4095,8402,3/02/2018,H,f,RR,3,5798,INA,0,0,1402,3,0,0,26.527037,0,6136,PHI,0,0,1570,2,0,0,24.843258,0,6-2 7-5,0,2,0,13,7,0,0,t,170765,0,120,5,7,84,59,38,12,10,8,10,2,0,77,56,28,12,10,7,12
171061,4105,282,26/02/2018,H,f,R32,3,5044,AUS,0,0,87,640,0,0,30.253252,188,5016,USA,7,0,11,2595,0,0,30.390144,198,6-3 1-6 7-6(5),0,2,1,13,15,1,0,t,171061,0,107,6,6,93,48,32,20,14,6,10,9,6,86,47,39,15,14,3,6
170757,4095,7602,3/02/2018,H,f,RR,3,26333,IRL,0,0,840,19,0,0,22.338125,0,26329,DEN,0,0,943,12,0,0,27.05544,0,5-7 6-1 6-3,0,2,1,17,11,0,0,t,170757,0,117,2,5,81,45,36,18,14,3,6,4,5,102,49,31,22,14,13,19
170490,4089,290,1/01/2018,H,f,R16,3,6106,ESP,0,Q,198,260,0,0,24.93087,0,25608,BLR,0,Q,230,227,0,0,23.852156,193,6-4 6-4,0,2,0,12,8,0,0,t,170490,0,91,0,0,74,46,31,16,10,6,7,4,3,55,33,26,10,10,1,4
170852,4098,276,5/02/2018,H,t,R32,3,4879,SLO,0,0,111,513,0,0,30.924025,188,11485,SRB,0,0,88,626,0,0,22.680355,188,6-4 6-4,0,2,0,12,8,0,0,t,170852,0,78,2,2,57,37,28,12,10,0,1,6,3,58,30,21,14,10,7,10
170507,4090,278,8/01/2018,H,f,R32,3,5131,ESP,5,0,21,1855,0,0,29.735798,183,5023,NZL,0,WC,1027,10,0,0,30.231348,0,6-2 6-1,0,2,0,12,3,0,0,t,170507,0,56,3,1,51,37,29,7,8,5,6,3,3,42,18,11,4,7,2,7
170792,4095,11102,3/02/2018,H,f,RR,3,5488,GUA,0,0,630,42,0,0,27.879534,0,5456,VEN,0,0,1438,2,0,0,28.032854,0,6-2 6-3,0,2,0,12,5,0,0,t,170792,0,66,7,1,49,25,21,16,9,1,1,1,6,56,32,20,12,8,3,7
170440,4087,298,1/01/2018,H,f,SF,3,5978,USA,0,0,47,1010,0,0,25.653662,183,45105,AUS,0,WC,208,245,0,0,18.872005,183,4-6 7-6(5) 6-4,0,2,1,16,16,1,0,t,170440,0,157,14,5,115,70,49,24,16,3,6,9,5,94,62,49,16,16,0,3
170527,4090,300,8/01/2018,H,f,F,3,5131,ESP,5,0,21,1855,0,0,29.735798,183,5216,ARG,2,0,12,2595,0,0,29.292265,198,6-1 4-6 7-5,0,2,1,17,12,0,0,t,170527,0,127,7,4,85,55,42,15,15,2,4,9,1,79,49,33,17,14,1,5
170766,4095,8504,3/02/2018,H,f,RR,3,46949,PHI,0,0,1371,3,0,0,18.70226,0,5798,INA,0,0,1402,3,0,0,26.527037,0,6-3 6-4,0,2,0,12,7,0,0,t,170766,0,85,9,5,65,37,27,15,10,4,6,2,5,67,54,33,3,9,8,12
